masdar,screeve,subject,conjugation
დამშვიდება,Present,2nd singular,მშვიდდები
დამშვიდება,Present,3rd singular,მშვიდდება
დამშვიდება,Present,1st plural,ვმშვიდდებით
დამშვიდება,Present,2nd plural,მშვიდდებით
დამშვიდება,Present,3rd plural,მშვიდდებიან
დამშვიდება,Aorist,1st singular,დავმშვიდდი
დამშვიდება,Aorist,2nd singular,დამშვიდდი
დამშვიდება,Aorist,3rd singular,დამშვიდდა
დამშვიდება,Aorist,1st plural,დავმშვიდდით
დამშვიდება,Aorist,2nd plural,დამშვიდდით
დამშვიდება,Aorist,3rd plural,დამშვიდდნენ
მოვლა,Present,1st singular,ვუვლი
მოვლა,Present,2nd singular,უვლი
მოვლა,Present,3rd singular,უვლის
მოვლა,Present,1st plural,ვუვლით
მოვლა,Present,2nd plural,უვლით
მოვლა,Present,3rd plural,უვლიან
მოვლა,Aorist,1st singular,მოვუარე
მოვლა,Aorist,2nd singular,მოუარე
მოვლა,Aorist,3rd singular,მოუარა
მოვლა,Aorist,1st plural,მოვუარეთ
მოვლა,Aorist,2nd plural,მოუარეთ
მოვლა,Aorist,3rd plural,მოუარეს
წაღება,Present,1st singular,წავიღებ
წაღება,Present,2nd singular,წაიღებ
წაღება,Present,3rd singular,წაიღებს
წაღება,Present,1st plural,წავიღებთ
წაღება,Present,2nd plural,წაიღებთ
წაღება,Present,3rd plural,წაიღებენ
წაღება,Aorist,1st singular,წავიღე
წაღება,Aorist,2nd singular,წაიღე
წაღება,Aorist,3rd singular,წაიღო
წაღება,Aorist,1st plural,წავიღეთ
წაღება,Aorist,2nd plural,წაიღეთ
წაღება,Aorist,3rd plural,წაიღეს
დაჭერა,Present,1st singular,ვიჭერ
დაჭერა,Present,2nd singular,იჭერ
დაჭერა,Present,3rd singular,იჭერს
დაჭერა,Present,1st plural,ვიჭერთ
დაჭერა,Present,2nd plural,იჭერთ
დაჭერა,Present,3rd plural,იჭერენ
დაჭერა,Aorist,1st singular,დავიჭირე
დაჭერა,Aorist,2nd singular,დაიჭირე
დაჭერა,Aorist,3rd singular,დაიჭირა
დაჭერა,Aorist,1st plural,დავიჭირეთ
დაჭერა,Aorist,2nd plural,დაიჭირეთ
დაჭერა,Aorist,3rd plural,დაიჭირეს
გამოწვევა,Present,1st singular,ვიწვევ
გამოწვევა,Present,2nd singular,იწვევ
გამოწვევა,Present,3rd singular,იწვევს
გამოწვევა,Present,1st plural,ვიწვევთ
გამოწვევა,Present,2nd plural,იწვევთ
გამოწვევა,Present,3rd plural,იწვევენ
გამოწვევა,Aorist,1st singular,გამოვიწვიე
გამოწვევა,Aorist,2nd singular,გამოიწვიე
გამოწვევა,Aorist,3rd singular,გამოიწვია
გამოწვევა,Aorist,1st plural,გამოვიწვიეთ
გამოწვევა,Aorist,2nd plural,გამოიწვიეთ
გამოწვევა,Aorist,3rd plural,გამოიწვიეს
ზეიმობა,Present,1st singular,ვზეიმობ
ზეიმობა,Present,2nd singular,ზეიმობ
ზეიმობა,Present,3rd singular,ზეიმობს
ზეიმობა,Present,1st plural,ვზეიმობთ
ზეიმობა,Present,2nd plural,ზეიმობთ
ზეიმობა,Present,3rd plural,ზეიმობენ
შეცვლა,Present,1st singular,ვცვლი
შეცვლა,Present,2nd singular,ცვლი
შეცვლა,Present,3rd singular,ცვლის
შეცვლა,Present,1st plural,ვცვლით
შეცვლა,Present,2nd plural,ცვლით
შეცვლა,Present,3rd plural,ცვლიან
შეცვლა,Aorist,1st singular,შევცვალე
შეცვლა,Aorist,2nd singular,შეცვალე
შეცვლა,Aorist,3rd singular,შეცვალა
შეცვლა,Aorist,1st plural,შევცვალეთ
შეცვლა,Aorist,2nd plural,შეცვალეთ
შეცვლა,Aorist,3rd plural,შეცვალეს
არჩევა,Present,1st singular,ვირჩევ
არჩევა,Present,2nd singular,ირჩევ
არჩევა,Present,3rd singular,ირჩევს
არჩევა,Present,1st plural,ვირჩევთ
არჩევა,Present,2nd plural,ირჩევთ
არჩევა,Present,3rd plural,ირჩევენ
არჩევა,Aorist,1st singular,ავირჩიე
არჩევა,Aorist,2nd singular,აირჩიე
არჩევა,Aorist,3rd singular,აირჩია
არჩევა,Aorist,1st plural,ავირჩიეთ
არჩევა,Aorist,2nd plural,აირჩიეთ
არჩევა,Aorist,3rd plural,აირჩიეს
დახურვა,Present,1st singular,ვხურავ
დახურვა,Present,2nd singular,ხურავ
დახურვა,Present,3rd singular,ხურავს
დახურვა,Present,1st plural,ვხურავთ
დახურვა,Present,2nd plural,ხურავთ
დახურვა,Present,3rd plural,ხურავენ
დახურვა,Aorist,1st singular,დავხურე
დახურვა,Aorist,2nd singular,დახურე
დახურვა,Aorist,3rd singular,დახურა
დახურვა,Aorist,1st plural,დავხურეთ
დახურვა,Aorist,2nd plural,დახურეთ
დახურვა,Aorist,3rd plural,დახურეს
დაახლოება,Present,1st singular,ვუახლოვდები
დაახლოება,Present,2nd singular,უახლოვდები
დაახლოება,Present,3rd singular,უახლოვდება
დაახლოება,Present,1st plural,ვუახლოვდებით
დაახლოება,Present,2nd plural,უახლოვდებით
დაახლოება,Present,3rd plural,უახლოვდებიან
დაახლოება,Aorist,1st singular,დავუახლოვდი
